Sample in Buffer,Sample in Window,TRIGGER,yq[17:0],yi[17:0],fifo3_data_Q[15:0],fifo3_data_I[15:0],adc_valid,adc_data_q1[11:0],adc_data_i1[11:0],w[15:0],e[15:0],u[15:0],yqk[17:0],yik[17:0],<const0>_1,<const0>_2,<const0>_3,<const0>_4,<const0>_5,<const0>_6,<const0>_7,<const0>_8,<const0>_9,<const0>_10,<const0>_11,<const0>_12,<const0>_13,<const0>_14,<const0>_15,<const0>_16,<const0>_17,<const0>_18,<const0>_19,<const0>_20,<const0>_21,<const0>_22,<const0>_23,<const0>_24,<const0>_25,<const0>_26,<const0>_27,<const0>_28,<const0>_29,<const0>_30,<const0>_31,<const0>_32,<const0>_33,<const0>_34,<const0>_35,<const0>_36,<const0>_37,<const0>_38,<const0>
Radix - UNSIGNED,UNSIGNED,UNSIGNED,SIGNED,SIGNED,SIGNED,SIGNED,HEX,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
5573,5573,0,6350,-17085,13501,-17365,1,-1502,-1013,16307,0,258,-17130,-15361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5574,5574,0,6350,-17085,15288,-9701,0,-1502,-1013,16307,15394,258,-14447,-14437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5575,5575,0,6350,-17085,15288,-9701,1,-1576,-952,16307,15394,258,-14447,-14437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5576,5576,0,6350,-17085,15288,-9701,0,-1576,-952,16307,15394,258,-14447,-14437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5577,5577,0,6350,-17085,15288,-9701,1,-1599,-894,16307,15394,258,-14447,-14437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5578,5578,0,6350,-17085,18491,223,0,-1599,-894,16307,15394,566,-6193,-13930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5579,5579,0,6350,-17085,18491,223,1,-1575,-850,16307,15394,566,-6193,-13930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5580,5580,0,6350,-17085,18491,223,0,-1575,-850,16307,15394,566,-6193,-13930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5581,5581,0,6350,-17085,18491,223,1,-1506,-832,16307,15394,566,-6193,-13930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5582,5582,0,-17130,-15361,20161,9141,0,-1506,-832,16444,0,566,4137,-14349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5583,5583,0,-17130,-15361,20161,9141,1,-1395,-848,16444,0,566,4137,-14349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5584,5584,0,-17130,-15361,20161,9141,0,-1395,-848,16444,0,566,4137,-14349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5585,5585,0,-17130,-15361,20161,9141,1,-1245,-900,16444,0,566,4137,-14349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5586,5586,0,-17130,-15361,17480,13653,0,-1245,-900,16444,0,874,12518,-16024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5587,5587,0,-17130,-15361,17480,13653,1,-1058,-985,16444,0,874,12518,-16024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5588,5588,0,-17130,-15361,17480,13653,0,-1058,-985,16444,0,874,12518,-16024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5589,5589,0,-17130,-15361,17480,13653,1,-835,-1091,16444,0,874,12518,-16024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5590,5590,0,-17130,-15361,9686,11925,0,-835,-1091,16444,-7774,874,16467,-18635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5591,5591,0,-17130,-15361,9686,11925,1,-581,-1203,16444,-7774,874,16467,-18635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5592,5592,0,-17130,-15361,9686,11925,0,-581,-1203,16444,-7774,874,16467,-18635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5593,5593,0,-17130,-15361,9686,11925,1,-307,-1297,16444,-7774,874,16467,-18635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5594,5594,0,-17130,-15361,-1226,4707,0,-307,-1297,16444,-7774,634,16216,-20931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5595,5595,0,-17130,-15361,-1226,4707,1,-24,-1357,16444,-7774,634,16216,-20931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5596,5596,0,-17130,-15361,-1226,4707,0,-24,-1357,16444,-7774,634,16216,-20931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5597,5597,0,-17130,-15361,-1226,4707,1,260,-1366,16444,-7774,634,16216,-20931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5598,5598,0,12518,-16024,-11381,-4986,0,260,-1366,16353,0,634,14227,-21028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5599,5599,0,12518,-16024,-11381,-4986,1,539,-1316,16353,0,634,14227,-21028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5600,5600,0,12518,-16024,-11381,-4986,0,539,-1316,16353,0,634,14227,-21028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5601,5601,0,12518,-16024,-11381,-4986,1,806,-1204,16353,0,634,14227,-21028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5602,5602,0,12518,-16024,-16946,-13418,0,806,-1204,16353,0,394,13497,-17287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5603,5603,0,12518,-16024,-16946,-13418,1,1046,-1033,16353,0,394,13497,-17287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5604,5604,0,12518,-16024,-16946,-13418,0,1046,-1033,16353,0,394,13497,-17287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5605,5605,0,12518,-16024,-16946,-13418,1,1249,-810,16353,0,394,13497,-17287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5606,5606,0,12518,-16024,-15926,-18037,0,1249,-810,16353,0,394,15374,-9454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5607,5607,0,12518,-16024,-15926,-18037,1,1399,-543,16353,0,394,15374,-9454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5608,5608,0,12518,-16024,-15926,-18037,0,1399,-543,16353,0,394,15374,-9454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5609,5609,0,12518,-16024,-15926,-18037,1,1485,-249,16353,0,394,15374,-9454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5610,5610,0,12518,-16024,-8906,-18650,0,1485,-249,16353,-8550,518,18611,531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5611,5611,0,12518,-16024,-8906,-18650,1,1501,58,16353,-8550,518,18611,531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5612,5612,0,12518,-16024,-8906,-18650,0,1501,58,16353,-8550,518,18611,531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5613,5613,0,12518,-16024,-8906,-18650,1,1446,366,16353,-8550,518,18611,531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5614,5614,0,13497,-17287,1505,-17184,0,1446,366,16350,0,518,20198,9329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5615,5615,0,13497,-17287,1505,-17184,1,1326,662,16350,0,518,20198,9329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5616,5616,0,13497,-17287,1505,-17184,0,1326,662,16350,0,518,20198,9329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5617,5617,0,13497,-17287,1505,-17184,1,1152,933,16350,0,518,20198,9329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5618,5618,0,13497,-17287,11957,-16189,0,1152,933,16350,0,642,17406,13730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5619,5619,0,13497,-17287,11957,-16189,1,939,1163,16350,0,642,17406,13730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5620,5620,0,13497,-17287,11957,-16189,0,939,1163,16350,0,642,17406,13730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5621,5621,0,13497,-17287,11957,-16189,1,697,1344,16350,0,642,17406,13730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5622,5622,0,13497,-17287,19577,-17044,0,697,1344,16350,4620,642,9567,11885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5623,5623,0,13497,-17287,19577,-17044,1,436,1468,16350,4620,642,9567,11885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5624,5624,0,13497,-17287,19577,-17044,0,436,1468,16350,4620,642,9567,11885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5625,5625,0,13497,-17287,19577,-17044,1,168,1526,16350,4620,642,9567,11885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5626,5626,0,13497,-17287,22628,-19002,0,168,1526,16350,-1700,778,-1381,4596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5627,5627,0,13497,-17287,22628,-19002,1,-95,1518,16350,-1700,778,-1381,4596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5628,5628,0,13497,-17287,22628,-19002,0,-95,1518,16350,-1700,778,-1381,4596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5629,5629,0,13497,-17287,22628,-19002,1,-354,1450,16350,-1700,778,-1381,4596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5630,5630,0,17406,13730,20615,-19673,0,-354,1450,16377,0,778,-11557,-5160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5631,5631,0,17406,13730,20615,-19673,1,-612,1331,16377,0,778,-11557,-5160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5632,5632,0,17406,13730,20615,-19673,0,-612,1331,16377,0,778,-11557,-5160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5633,5633,0,17406,13730,20615,-19673,1,-869,1164,16377,0,778,-11557,-5160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5634,5634,0,17406,13730,14158,-16627,0,-869,1164,16377,0,914,-17029,-13553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5635,5635,0,17406,13730,14158,-16627,1,-1114,956,16377,0,914,-17029,-13553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5636,5636,0,17406,13730,14158,-16627,0,-1114,956,16377,0,914,-17029,-13553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5637,5637,0,17406,13730,14158,-16627,1,-1335,717,16377,0,914,-17029,-13553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5638,5638,0,17406,13730,4870,-9123,0,-1335,717,16377,-5878,914,-15880,-18108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5639,5639,0,17406,13730,4870,-9123,1,-1517,462,16377,-5878,914,-15880,-18108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5640,5640,0,17406,13730,4870,-9123,0,-1517,462,16377,-5878,914,-15880,-18108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5641,5641,0,17406,13730,4870,-9123,1,-1644,199,16377,-5878,914,-15880,-18108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5642,5642,0,17406,13730,-4808,1110,0,-1644,199,16377,-5878,942,-8736,-18638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5643,5643,0,17406,13730,-4808,1110,1,-1701,-67,16377,-5878,942,-8736,-18638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5644,5644,0,17406,13730,-4808,1110,0,-1701,-67,16377,-5878,942,-8736,-18638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5645,5645,0,17406,13730,-4808,1110,1,-1680,-330,16377,-5878,942,-8736,-18638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5646,5646,0,-17029,-13553,-12081,10534,0,-1680,-330,16361,0,942,1785,-17134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5647,5647,0,-17029,-13553,-12081,10534,1,-1577,-586,16361,0,942,1785,-17134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5648,5648,0,-17029,-13553,-12081,10534,0,-1577,-586,16361,0,942,1785,-17134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5649,5649,0,-17029,-13553,-12081,10534,1,-1392,-834,16361,0,942,1785,-17134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5650,5650,0,-17029,-13553,-14657,15507,0,-1392,-834,16361,0,970,12222,-16176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5651,5651,0,-17029,-13553,-14657,15507,1,-1125,-1070,16361,0,970,12222,-16176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5652,5652,0,-17029,-13553,-14657,15507,0,-1125,-1070,16361,0,970,12222,-16176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
